                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.50878,                0.51159,                0.58099,                  0.871,                0.97067,                  0.983,                  0.995,                0.91694,                0.97067,                  0.983,                  0.995,                0.86773,                0.41696,                0.56386,                0.50287,                0.79043,              0.0011059,              0.0011059,              0.0011059
                    104,                0.47058,                0.50215,                0.55744,                0.83915,                0.98343,                0.99909,                  0.995,                0.91349,                0.98343,                0.99909,                  0.995,                 0.8832,                0.40653,                0.51776,                0.47177,                0.78643,              0.0011004,              0.0011004,              0.0011004
                    105,                0.49113,                0.55778,                0.55878,                0.86782,                0.98343,                0.99909,                  0.995,                0.91349,                0.98343,                0.99909,                  0.995,                 0.8832,                0.40653,                0.51776,                0.47177,                0.78643,              0.0010949,              0.0010949,              0.0010949
                    106,                0.49925,                0.50541,                0.57792,                0.85095,                0.98911,                      1,                  0.995,                 0.9191,                0.98911,                      1,                  0.995,                0.92809,                0.40355,                0.45668,                0.46565,                0.78665,              0.0010894,              0.0010894,              0.0010894
                    107,                0.50044,                0.51259,                0.55098,                0.86769,                0.98911,                      1,                  0.995,                 0.9191,                0.98911,                      1,                  0.995,                0.92809,                0.40355,                0.45668,                0.46565,                0.78665,              0.0010839,              0.0010839,              0.0010839
                    108,                0.54612,                0.59166,                0.59875,                0.89141,                0.99108,                      1,                  0.995,                0.92222,                0.99108,                      1,                  0.995,                 0.9314,                0.36424,                0.44801,                0.43497,                 0.7791,              0.0010784,              0.0010784,              0.0010784
                    109,                0.50106,                0.55829,                0.55555,                 0.8664,                0.99108,                      1,                  0.995,                0.92222,                0.99108,                      1,                  0.995,                 0.9314,                0.36424,                0.44801,                0.43497,                 0.7791,              0.0010729,              0.0010729,              0.0010729
                    110,                0.46947,                0.54776,                0.52265,                0.83661,                0.98699,                0.99923,                  0.995,                 0.9311,                0.98699,                0.99923,                  0.995,                0.89742,                0.37105,                0.49224,                0.43767,                0.78145,              0.0010674,              0.0010674,              0.0010674
                    111,                0.48406,                0.47165,                0.55504,                0.85521,                0.98699,                0.99923,                  0.995,                 0.9311,                0.98699,                0.99923,                  0.995,                0.89742,                0.37105,                0.49224,                0.43767,                0.78145,              0.0010619,              0.0010619,              0.0010619
                    112,                0.49964,                0.47686,                0.55518,                0.85537,                0.98567,                0.99869,                  0.995,                0.92792,                0.98567,                0.99869,                  0.995,                0.90277,                0.38168,                0.51034,                0.43249,                0.78529,              0.0010564,              0.0010564,              0.0010564
                    113,                0.46337,                0.48524,                0.55191,                0.84435,                0.98567,                0.99869,                  0.995,                0.92792,                0.98567,                0.99869,                  0.995,                0.90277,                0.38168,                0.51034,                0.43249,                0.78529,              0.0010509,              0.0010509,              0.0010509
                    114,                0.49586,                0.51799,                0.53705,                0.83323,                0.98846,                0.99892,                  0.995,                0.93908,                0.98846,                0.99892,                  0.995,                0.91606,                0.35655,                0.46544,                0.39912,                0.78181,              0.0010454,              0.0010454,              0.0010454
                    115,                0.49363,                0.53204,                0.59837,                0.87906,                0.98846,                0.99892,                  0.995,                0.93908,                0.98846,                0.99892,                  0.995,                0.91606,                0.35655,                0.46544,                0.39912,                0.78181,              0.0010399,              0.0010399,              0.0010399
                    116,                0.42212,                0.44836,                0.50268,                 0.8438,                0.99287,                      1,                  0.995,                0.93467,                0.99287,                      1,                  0.995,                0.92154,                0.35991,                0.45269,                0.39102,                0.78013,              0.0010344,              0.0010344,              0.0010344
                    117,                0.41238,                0.47714,                0.51562,                0.83629,                0.99287,                      1,                  0.995,                0.93467,                0.99287,                      1,                  0.995,                0.92154,                0.35991,                0.45269,                0.39102,                0.78013,              0.0010289,              0.0010289,              0.0010289
                    118,                0.45368,                0.50715,                0.55535,                0.85243,                0.99261,                      1,                  0.995,                0.93294,                0.99261,                      1,                  0.995,                0.91348,                0.33557,                 0.4473,                 0.3966,                 0.7749,              0.0010234,              0.0010234,              0.0010234
                    119,                0.43508,                0.45787,                0.50627,                0.84201,                0.99261,                      1,                  0.995,                0.93294,                0.99261,                      1,                  0.995,                0.91348,                0.33557,                 0.4473,                 0.3966,                 0.7749,              0.0010179,              0.0010179,              0.0010179
                    120,                0.42513,                0.42861,                0.51886,                0.85349,                0.98955,                      1,                  0.995,                0.93491,                0.98955,                      1,                  0.995,                0.90217,                0.35853,                0.46533,                 0.4133,                0.77806,              0.0010124,              0.0010124,              0.0010124
                    121,                0.43753,                0.54095,                0.53684,                0.86942,                0.98955,                      1,                  0.995,                0.93491,                0.98955,                      1,                  0.995,                0.90217,                0.35853,                0.46533,                 0.4133,                0.77806,              0.0010069,              0.0010069,              0.0010069
                    122,                0.43969,                0.46577,                0.51825,                0.84513,                0.99083,                      1,                  0.995,                0.93559,                0.99083,                      1,                  0.995,                0.90316,                 0.3752,                0.49038,                0.39692,                0.77954,              0.0010014,              0.0010014,              0.0010014
                    123,                 0.4233,                0.45803,                0.48558,                0.81396,                0.99083,                      1,                  0.995,                0.93559,                0.99083,                      1,                  0.995,                0.90316,                 0.3752,                0.49038,                0.39692,                0.77954,             0.00099587,             0.00099587,             0.00099587
                    124,                0.45736,                0.51585,                0.52743,                0.85586,                0.99307,                      1,                  0.995,                0.94281,                0.99307,                      1,                  0.995,                 0.9258,                0.33421,                0.44069,                0.36186,                 0.7735,             0.00099036,             0.00099036,             0.00099036
                    125,                0.41799,                0.55039,                0.48444,                0.82171,                0.99307,                      1,                  0.995,                0.94281,                0.99307,                      1,                  0.995,                 0.9258,                0.33421,                0.44069,                0.36186,                 0.7735,             0.00098486,             0.00098486,             0.00098486
                    126,                 0.4265,                0.45047,                0.48774,                0.82064,                0.99451,                      1,                  0.995,                0.95168,                0.99451,                      1,                  0.995,                0.93278,                0.32119,                 0.4155,                0.34153,                0.77058,             0.00097936,             0.00097936,             0.00097936
                    127,                0.37925,                0.41339,                0.47671,                0.82354,                0.99451,                      1,                  0.995,                0.95168,                0.99451,                      1,                  0.995,                0.93278,                0.32119,                 0.4155,                0.34153,                0.77058,             0.00097386,             0.00097386,             0.00097386
                    128,                0.42095,                0.46721,                0.48522,                0.82015,                0.99491,                      1,                  0.995,                0.95816,                0.99491,                      1,                  0.995,                0.93495,                0.31925,                0.41671,                0.34374,                0.77116,             0.00096836,             0.00096836,             0.00096836
                    129,                0.43532,                0.48144,                0.47844,                0.83223,                0.99491,                      1,                  0.995,                0.95816,                0.99491,                      1,                  0.995,                0.93495,                0.31925,                0.41671,                0.34374,                0.77116,             0.00096286,             0.00096286,             0.00096286
                    130,                0.38374,                0.43164,                0.45566,                0.82316,                  0.995,                      1,                  0.995,                 0.9373,                  0.995,                      1,                  0.995,                0.92557,                0.35851,                0.47014,                0.35655,                0.77873,             0.00095736,             0.00095736,             0.00095736
                    131,                0.45214,                0.49335,                0.52544,                0.84477,                  0.995,                      1,                  0.995,                 0.9373,                  0.995,                      1,                  0.995,                0.92557,                0.35851,                0.47014,                0.35655,                0.77873,             0.00095186,             0.00095186,             0.00095186
                    132,                0.40983,                0.45214,                 0.4769,                0.83683,                0.99414,                      1,                  0.995,                0.93475,                0.99414,                      1,                  0.995,                0.92019,                0.36507,                0.46119,                0.36114,                0.77953,             0.00094636,             0.00094636,             0.00094636
                    133,                 0.4536,                0.39098,                0.48792,                0.86194,                0.99414,                      1,                  0.995,                0.93475,                0.99414,                      1,                  0.995,                0.92019,                0.36507,                0.46119,                0.36114,                0.77953,             0.00094085,             0.00094085,             0.00094085
                    134,                0.42771,                0.44239,                0.49635,                0.85726,                0.99343,                      1,                  0.995,                0.94106,                0.99343,                      1,                  0.995,                 0.9281,                0.33399,                0.40085,                0.35373,                0.77432,             0.00093535,             0.00093535,             0.00093535
                    135,                0.44092,                0.41756,                0.50618,                0.85514,                0.99343,                      1,                  0.995,                0.94106,                0.99343,                      1,                  0.995,                 0.9281,                0.33399,                0.40085,                0.35373,                0.77432,             0.00092985,             0.00092985,             0.00092985
                    136,                0.41419,                0.47555,                0.47823,                0.82144,                0.99287,                      1,                  0.995,                0.95045,                0.99287,                      1,                  0.995,                0.91914,                0.31174,                0.40806,                0.35518,                0.77198,             0.00092435,             0.00092435,             0.00092435
                    137,                0.41088,                 0.4389,                0.48367,                0.82577,                0.99287,                      1,                  0.995,                0.95045,                0.99287,                      1,                  0.995,                0.91914,                0.31174,                0.40806,                0.35518,                0.77198,             0.00091885,             0.00091885,             0.00091885
                    138,                0.43054,                0.41295,                0.47636,                0.85486,                0.99212,                      1,                  0.995,                0.94603,                0.99212,                      1,                  0.995,                0.90411,                0.31951,                0.46528,                0.35491,                0.77457,             0.00091335,             0.00091335,             0.00091335
                    139,                0.37008,                0.40549,                0.45952,                  0.838,                0.99212,                      1,                  0.995,                0.94603,                0.99212,                      1,                  0.995,                0.90411,                0.31951,                0.46528,                0.35491,                0.77457,             0.00090785,             0.00090785,             0.00090785
                    140,                0.40549,                0.42708,                0.48965,                  0.864,                0.99109,                      1,                  0.995,                0.94341,                0.99109,                      1,                  0.995,                0.89049,                0.33695,                0.51707,                0.35773,                0.77504,             0.00090235,             0.00090235,             0.00090235
                    141,                0.39771,                0.43369,                0.46063,                0.83624,                0.99109,                      1,                  0.995,                0.94341,                0.99109,                      1,                  0.995,                0.89049,                0.33695,                0.51707,                0.35773,                0.77504,             0.00089685,             0.00089685,             0.00089685
                    142,                0.39049,                0.41751,                0.49117,                 0.8276,                0.99308,                      1,                  0.995,                0.95574,                0.99308,                      1,                  0.995,                0.91722,                0.31372,                0.46938,                0.33554,                 0.7715,             0.00089134,             0.00089134,             0.00089134
                    143,                0.39895,                0.38869,                 0.4712,                0.84015,                0.99308,                      1,                  0.995,                0.95574,                0.99308,                      1,                  0.995,                0.91722,                0.31372,                0.46938,                0.33554,                 0.7715,             0.00088584,             0.00088584,             0.00088584
                    144,                 0.4135,                0.49277,                0.46735,                0.82487,                0.99394,                      1,                  0.995,                0.95285,                0.99394,                      1,                  0.995,                0.91995,                0.31169,                0.40005,                0.32661,                0.77051,             0.00088034,             0.00088034,             0.00088034
                    145,                0.39022,                0.45079,                0.46737,                0.85183,                0.99394,                      1,                  0.995,                0.95285,                0.99394,                      1,                  0.995,                0.91995,                0.31169,                0.40005,                0.32661,                0.77051,             0.00087484,             0.00087484,             0.00087484
                    146,                0.39039,                 0.4264,                0.47158,                 0.8369,                0.99437,                      1,                  0.995,                0.94784,                0.99437,                      1,                  0.995,                0.91768,                0.33256,                0.39016,                0.31859,                0.77285,             0.00086934,             0.00086934,             0.00086934
                    147,                0.35634,                0.41254,                0.44806,                0.81429,                0.99437,                      1,                  0.995,                0.94784,                0.99437,                      1,                  0.995,                0.91768,                0.33256,                0.39016,                0.31859,                0.77285,             0.00086384,             0.00086384,             0.00086384
                    148,                0.41524,                0.47575,                0.47062,                0.83738,                0.99487,                      1,                  0.995,                0.94705,                0.99487,                      1,                  0.995,                0.92011,                0.32483,                0.39647,                0.30263,                0.77285,             0.00085834,             0.00085834,             0.00085834
                    149,                0.42908,                0.50356,                0.45051,                0.86814,                0.99487,                      1,                  0.995,                0.94705,                0.99487,                      1,                  0.995,                0.92011,                0.32483,                0.39647,                0.30263,                0.77285,             0.00085284,             0.00085284,             0.00085284
                    150,                0.41036,                0.45599,                0.47431,                0.85708,                0.99487,                      1,                  0.995,                0.94982,                0.99487,                      1,                  0.995,                0.93038,                0.31206,                0.40236,                0.30591,                0.77284,             0.00084734,             0.00084734,             0.00084734
                    151,                0.43085,                0.47285,                0.47941,                0.84584,                0.99487,                      1,                  0.995,                0.94982,                0.99487,                      1,                  0.995,                0.93038,                0.31206,                0.40236,                0.30591,                0.77284,             0.00084184,             0.00084184,             0.00084184
                    152,                0.41462,                0.39623,                0.44686,                0.84803,                0.99474,                      1,                  0.995,                 0.9462,                0.99474,                      1,                  0.995,                0.92736,                0.29746,                0.39511,                0.30408,                0.77103,             0.00083633,             0.00083633,             0.00083633
                    153,                0.43255,                0.44219,                0.45982,                0.85075,                0.99474,                      1,                  0.995,                 0.9462,                0.99474,                      1,                  0.995,                0.92736,                0.29746,                0.39511,                0.30408,                0.77103,             0.00083083,             0.00083083,             0.00083083
                    154,                 0.3569,                 0.3967,                0.46518,                0.82914,                0.99348,                      1,                  0.995,                0.94758,                0.99348,                      1,                  0.995,                0.91252,                0.32185,                0.42122,                0.30383,                0.77207,             0.00082533,             0.00082533,             0.00082533
                    155,                0.34689,                0.42771,                0.45619,                0.82459,                0.99348,                      1,                  0.995,                0.94758,                0.99348,                      1,                  0.995,                0.91252,                0.32185,                0.42122,                0.30383,                0.77207,             0.00081983,             0.00081983,             0.00081983
                    156,                0.37291,                0.37596,                0.44932,                0.81136,                0.99321,                      1,                  0.995,                0.94968,                0.99321,                      1,                  0.995,                0.92506,                0.35944,                0.41771,                0.30764,                 0.7808,             0.00081433,             0.00081433,             0.00081433
                    157,                0.40282,                0.45637,                 0.4547,                0.83722,                0.99321,                      1,                  0.995,                0.94968,                0.99321,                      1,                  0.995,                0.92506,                0.35944,                0.41771,                0.30764,                 0.7808,             0.00080883,             0.00080883,             0.00080883
                    158,                0.38821,                0.40213,                0.45338,                0.83674,                0.99392,                      1,                  0.995,                0.94121,                0.99392,                      1,                  0.995,                0.92623,                0.36616,                0.38531,                0.30397,                0.78419,             0.00080333,             0.00080333,             0.00080333
                    159,                0.41343,                0.40555,                0.45528,                0.84417,                0.99392,                      1,                  0.995,                0.94121,                0.99392,                      1,                  0.995,                0.92623,                0.36616,                0.38531,                0.30397,                0.78419,             0.00079783,             0.00079783,             0.00079783
                    160,                0.36814,                0.34466,                0.44828,                0.84572,                0.99453,                      1,                  0.995,                 0.9514,                0.99453,                      1,                  0.995,                0.92326,                0.33089,                0.37992,                0.30021,                 0.7772,             0.00079233,             0.00079233,             0.00079233
                    161,                0.36555,                0.36682,                0.44115,                0.84778,                0.99453,                      1,                  0.995,                 0.9514,                0.99453,                      1,                  0.995,                0.92326,                0.33089,                0.37992,                0.30021,                 0.7772,             0.00078682,             0.00078682,             0.00078682
                    162,                0.34789,                 0.3955,                0.43425,                0.83366,                0.99531,                      1,                  0.995,                0.96143,                0.99531,                      1,                  0.995,                0.93508,                0.30928,                0.37437,                0.29138,                0.77269,             0.00078132,             0.00078132,             0.00078132
                    163,                0.43915,                0.57501,                0.47309,                 0.8469,                0.99531,                      1,                  0.995,                0.96143,                0.99531,                      1,                  0.995,                0.93508,                0.30928,                0.37437,                0.29138,                0.77269,             0.00077582,             0.00077582,             0.00077582
                    164,                0.39041,                0.48932,                0.45305,                 0.8266,                0.99609,                      1,                  0.995,                0.95513,                0.99609,                      1,                  0.995,                0.93146,                0.30398,                 0.3569,                0.28645,                0.76993,             0.00077032,             0.00077032,             0.00077032
                    165,                0.34635,                0.36249,                0.43085,                0.82986,                0.99609,                      1,                  0.995,                0.95513,                0.99609,                      1,                  0.995,                0.93146,                0.30398,                 0.3569,                0.28645,                0.76993,             0.00076482,             0.00076482,             0.00076482
                    166,                0.39294,                0.37587,                0.44746,                 0.8663,                0.99677,                      1,                  0.995,                0.95165,                0.99677,                      1,                  0.995,                0.92779,                0.29359,                0.35218,                0.27845,                0.76815,             0.00075932,             0.00075932,             0.00075932
                    167,                0.34763,                0.38269,                 0.4224,                0.81717,                0.99677,                      1,                  0.995,                0.95165,                0.99677,                      1,                  0.995,                0.92779,                0.29359,                0.35218,                0.27845,                0.76815,             0.00075382,             0.00075382,             0.00075382
                    168,                0.34961,                0.41089,                 0.4448,                0.80758,                0.99612,                      1,                  0.995,                0.95657,                0.99612,                      1,                  0.995,                0.92112,                 0.3066,                0.37656,                0.29492,                0.76972,             0.00074832,             0.00074832,             0.00074832
                    169,                0.36951,                0.41786,                0.44501,                0.83264,                0.99612,                      1,                  0.995,                0.95657,                0.99612,                      1,                  0.995,                0.92112,                 0.3066,                0.37656,                0.29492,                0.76972,             0.00074282,             0.00074282,             0.00074282
                    170,                0.41506,                0.47262,                0.44859,                0.81646,                0.99518,                      1,                  0.995,                0.94643,                0.99518,                      1,                  0.995,                0.92936,                0.32842,                0.41031,                0.28992,                0.77491,             0.00073731,             0.00073731,             0.00073731
                    171,                0.38151,                0.46047,                0.43257,                0.83768,                0.99518,                      1,                  0.995,                0.94643,                0.99518,                      1,                  0.995,                0.92936,                0.32842,                0.41031,                0.28992,                0.77491,             0.00073181,             0.00073181,             0.00073181
                    172,                0.37547,                0.40851,                0.42513,                0.84556,                0.99477,                      1,                  0.995,                0.96158,                0.99477,                      1,                  0.995,                0.93418,                0.31063,                0.39184,                0.29098,                0.77271,             0.00072631,             0.00072631,             0.00072631
                    173,                0.34642,                0.35101,                0.44408,                0.85221,                0.99477,                      1,                  0.995,                0.96158,                0.99477,                      1,                  0.995,                0.93418,                0.31063,                0.39184,                0.29098,                0.77271,             0.00072081,             0.00072081,             0.00072081
                    174,                0.39737,                0.48378,                0.45133,                0.85997,                0.99384,                      1,                  0.995,                0.96477,                0.99384,                      1,                  0.995,                 0.9371,                0.29292,                0.36724,                0.29521,                0.76993,             0.00071531,             0.00071531,             0.00071531
                    175,                0.36926,                0.38309,                0.42867,                0.83773,                0.99384,                      1,                  0.995,                0.96477,                0.99384,                      1,                  0.995,                 0.9371,                0.29292,                0.36724,                0.29521,                0.76993,             0.00070981,             0.00070981,             0.00070981
                    176,                0.40698,                  0.439,                0.42174,                0.82903,                0.99354,                      1,                  0.995,                0.95449,                0.99354,                      1,                  0.995,                0.93761,                0.29337,                0.36384,                0.28806,                 0.7684,             0.00070431,             0.00070431,             0.00070431
                    177,                0.38403,                0.48398,                0.42097,                0.85119,                0.99354,                      1,                  0.995,                0.95449,                0.99354,                      1,                  0.995,                0.93761,                0.29337,                0.36384,                0.28806,                 0.7684,             0.00069881,             0.00069881,             0.00069881
                    178,                0.36492,                 0.3976,                0.44181,                 0.8227,                0.99377,                      1,                  0.995,                0.96563,                0.99377,                      1,                  0.995,                0.92511,                0.28536,                0.36789,                0.28182,                0.76804,             0.00069331,             0.00069331,             0.00069331
                    179,                0.36561,                0.41807,                 0.4123,                0.81861,                0.99377,                      1,                  0.995,                0.96563,                0.99377,                      1,                  0.995,                0.92511,                0.28536,                0.36789,                0.28182,                0.76804,              0.0006878,              0.0006878,              0.0006878
                    180,                0.36342,                0.45242,                0.41451,                0.84645,                0.99401,                      1,                  0.995,                0.94123,                0.99401,                      1,                  0.995,                0.91454,                 0.2938,                0.40028,                0.26645,                0.76814,              0.0006823,              0.0006823,              0.0006823
                    181,                0.39313,                0.46175,                0.41834,                0.83974,                0.99401,                      1,                  0.995,                0.94123,                0.99401,                      1,                  0.995,                0.91454,                 0.2938,                0.40028,                0.26645,                0.76814,              0.0006768,              0.0006768,              0.0006768
                    182,                0.37227,                0.42583,                0.40733,                0.81985,                0.99416,                      1,                  0.995,                0.94234,                0.99416,                      1,                  0.995,                0.92896,                 0.3016,                0.39678,                 0.2687,                   0.77,              0.0006713,              0.0006713,              0.0006713
                    183,                0.36988,                0.45059,                0.42533,                0.81579,                0.99416,                      1,                  0.995,                0.94234,                0.99416,                      1,                  0.995,                0.92896,                 0.3016,                0.39678,                 0.2687,                   0.77,              0.0006658,              0.0006658,              0.0006658
                    184,                 0.3618,                0.37985,                0.41269,                0.81204,                0.99421,                      1,                  0.995,                0.95613,                0.99421,                      1,                  0.995,                0.93406,                0.29054,                0.36572,                0.26413,                0.76923,              0.0006603,              0.0006603,              0.0006603
                    185,                0.38259,                 0.4333,                0.44709,                0.84422,                0.99421,                      1,                  0.995,                0.95613,                0.99421,                      1,                  0.995,                0.93406,                0.29054,                0.36572,                0.26413,                0.76923,              0.0006548,              0.0006548,              0.0006548
                    186,                0.34409,                 0.3994,                 0.4104,                0.82971,                0.99414,                      1,                  0.995,                0.95377,                0.99414,                      1,                  0.995,                0.93042,                0.27759,                 0.3504,                0.25627,                0.76613,              0.0006493,              0.0006493,              0.0006493
                    187,                0.34781,                0.36299,                0.41241,                0.84436,                0.99414,                      1,                  0.995,                0.95377,                0.99414,                      1,                  0.995,                0.93042,                0.27759,                 0.3504,                0.25627,                0.76613,              0.0006438,              0.0006438,              0.0006438
                    188,                0.35998,                0.48768,                0.43284,                0.86202,                0.99421,                      1,                  0.995,                0.95783,                0.99421,                      1,                  0.995,                0.93318,                0.27493,                 0.3477,                0.25092,                0.76611,             0.00063829,             0.00063829,             0.00063829
                    189,                0.38035,                0.46266,                0.39124,                0.82008,                0.99421,                      1,                  0.995,                0.95783,                0.99421,                      1,                  0.995,                0.93318,                0.27493,                 0.3477,                0.25092,                0.76611,             0.00063279,             0.00063279,             0.00063279
                    190,                0.39196,                0.40786,                0.42199,                0.85097,                0.99486,                      1,                  0.995,                0.95565,                0.99486,                      1,                  0.995,                0.92074,                0.28944,                0.37774,                0.26644,                0.76844,             0.00062729,             0.00062729,             0.00062729
                    191,                0.33572,                0.40459,                0.38874,                0.83648,                0.99486,                      1,                  0.995,                0.95565,                0.99486,                      1,                  0.995,                0.92074,                0.28944,                0.37774,                0.26644,                0.76844,             0.00062179,             0.00062179,             0.00062179
                    192,                0.36337,                0.39074,                 0.3989,                0.85499,                0.99531,                      1,                  0.995,                0.95106,                0.99531,                      1,                  0.995,                0.91245,                0.28768,                0.40015,                0.26314,                0.76925,             0.00061629,             0.00061629,             0.00061629
                    193,                0.33891,                0.41369,                0.40005,                0.85599,                0.99531,                      1,                  0.995,                0.95106,                0.99531,                      1,                  0.995,                0.91245,                0.28768,                0.40015,                0.26314,                0.76925,             0.00061079,             0.00061079,             0.00061079
                    194,                0.39682,                0.41018,                0.41776,                0.82858,                0.99552,                      1,                  0.995,                0.95741,                0.99552,                      1,                  0.995,                0.91646,                 0.2809,                0.37587,                0.25769,                0.76802,             0.00060529,             0.00060529,             0.00060529
                    195,                0.33108,                0.37733,                0.39496,                0.82254,                0.99552,                      1,                  0.995,                0.95741,                0.99552,                      1,                  0.995,                0.91646,                 0.2809,                0.37587,                0.25769,                0.76802,             0.00059979,             0.00059979,             0.00059979
                    196,                0.36881,                0.38662,                0.40958,                0.81631,                0.99574,                      1,                  0.995,                0.96081,                0.99574,                      1,                  0.995,                0.91797,                0.27629,                0.35336,                0.25828,                 0.7676,             0.00059429,             0.00059429,             0.00059429
                    197,                0.37121,                 0.4262,                0.42496,                0.82475,                0.99574,                      1,                  0.995,                0.96081,                0.99574,                      1,                  0.995,                0.91797,                0.27629,                0.35336,                0.25828,                 0.7676,             0.00058878,             0.00058878,             0.00058878
                    198,                0.36647,                0.38108,                 0.3855,                 0.8305,                0.99602,                      1,                  0.995,                0.96433,                0.99602,                      1,                  0.995,                0.91985,                0.26202,                0.34749,                0.25741,                0.76585,             0.00058328,             0.00058328,             0.00058328
                    199,                0.36771,                0.40571,                0.38491,                0.83933,                0.99602,                      1,                  0.995,                0.96433,                0.99602,                      1,                  0.995,                0.91985,                0.26202,                0.34749,                0.25741,                0.76585,             0.00057778,             0.00057778,             0.00057778
                    200,                0.37987,                0.41431,                0.40951,                0.85309,                0.99629,                      1,                  0.995,                0.97202,                0.99629,                      1,                  0.995,                0.91868,                0.25429,                0.35358,                0.24482,                0.76554,             0.00057228,             0.00057228,             0.00057228
                    201,                0.36718,                0.39251,                0.39188,                0.81846,                0.99629,                      1,                  0.995,                0.97202,                0.99629,                      1,                  0.995,                0.91868,                0.25429,                0.35358,                0.24482,                0.76554,             0.00056678,             0.00056678,             0.00056678
                    202,                0.32084,                0.38095,                0.38834,                0.82383,                0.99603,                      1,                  0.995,                0.96642,                0.99603,                      1,                  0.995,                0.92962,                0.26271,                0.37724,                0.24444,                0.76563,             0.00056128,             0.00056128,             0.00056128
                    203,                0.36301,                0.45974,                0.39531,                0.83822,                0.99603,                      1,                  0.995,                0.96642,                0.99603,                      1,                  0.995,                0.92962,                0.26271,                0.37724,                0.24444,                0.76563,             0.00055578,             0.00055578,             0.00055578
                    204,                0.35942,                0.41153,                0.38891,                0.82554,                0.99502,                      1,                  0.995,                0.96248,                0.99502,                      1,                  0.995,                0.93225,                0.27251,                0.40043,                0.25845,                0.76691,             0.00055028,             0.00055028,             0.00055028
                    205,                0.33258,                0.35552,                0.37452,                0.80813,                0.99502,                      1,                  0.995,                0.96248,                0.99502,                      1,                  0.995,                0.93225,                0.27251,                0.40043,                0.25845,                0.76691,             0.00054478,             0.00054478,             0.00054478
                    206,                0.39113,                0.44043,                0.43261,                0.86015,                0.99519,                      1,                  0.995,                0.95823,                0.99519,                      1,                  0.995,                0.93485,                0.26875,                  0.383,                0.26251,                0.76539,             0.00053927,             0.00053927,             0.00053927
                    207,                0.36324,                0.40173,                0.40583,                0.85552,                0.99519,                      1,                  0.995,                0.95823,                0.99519,                      1,                  0.995,                0.93485,                0.26875,                  0.383,                0.26251,                0.76539,             0.00053377,             0.00053377,             0.00053377
                    208,                 0.3439,                0.37733,                0.39384,                0.80467,                0.99573,                      1,                  0.995,                0.95764,                0.99573,                      1,                  0.995,                0.92336,                 0.2764,                 0.3543,                0.25169,                0.76604,             0.00052827,             0.00052827,             0.00052827
                    209,                0.35789,                0.37088,                0.40238,                0.83312,                0.99573,                      1,                  0.995,                0.95764,                0.99573,                      1,                  0.995,                0.92336,                 0.2764,                 0.3543,                0.25169,                0.76604,             0.00052277,             0.00052277,             0.00052277
                    210,                0.32615,                0.38706,                0.35819,                0.82606,                0.99645,                      1,                  0.995,                0.96543,                0.99645,                      1,                  0.995,                0.91274,                0.27173,                0.34669,                0.25437,                 0.7659,             0.00051727,             0.00051727,             0.00051727
                    211,                0.38045,                0.38027,                0.41537,                 0.8349,                0.99645,                      1,                  0.995,                0.96543,                0.99645,                      1,                  0.995,                0.91274,                0.27173,                0.34669,                0.25437,                 0.7659,             0.00051177,             0.00051177,             0.00051177
                    212,                0.32191,                0.38581,                0.36323,                0.79324,                 0.9971,                      1,                  0.995,                0.96675,                 0.9971,                      1,                  0.995,                0.90896,                0.25668,                0.34935,                0.24552,                0.76513,             0.00050627,             0.00050627,             0.00050627
                    213,                0.30502,                0.38204,                0.35256,                0.82232,                 0.9971,                      1,                  0.995,                0.96675,                 0.9971,                      1,                  0.995,                0.90896,                0.25668,                0.34935,                0.24552,                0.76513,             0.00050077,             0.00050077,             0.00050077
                    214,                0.37849,                0.43958,                 0.3884,                0.83793,                0.99712,                      1,                  0.995,                0.96712,                0.99712,                      1,                  0.995,                0.91487,                0.25377,                0.36582,                0.24048,                 0.7649,             0.00049527,             0.00049527,             0.00049527
                    215,                0.33777,                0.39744,                0.36509,                0.82741,                0.99712,                      1,                  0.995,                0.96712,                0.99712,                      1,                  0.995,                0.91487,                0.25377,                0.36582,                0.24048,                 0.7649,             0.00048976,             0.00048976,             0.00048976
                    216,                0.36494,                0.41875,                0.38448,                0.84081,                0.99694,                      1,                  0.995,                0.97413,                0.99694,                      1,                  0.995,                0.92871,                 0.2611,                0.37484,                0.24775,                0.76552,             0.00048426,             0.00048426,             0.00048426
                    217,                0.36192,                0.36312,                0.42015,                0.80448,                0.99694,                      1,                  0.995,                0.97413,                0.99694,                      1,                  0.995,                0.92871,                 0.2611,                0.37484,                0.24775,                0.76552,             0.00047876,             0.00047876,             0.00047876
                    218,                0.33366,                0.38481,                0.38669,                0.82418,                0.99676,                      1,                  0.995,                 0.9741,                0.99676,                      1,                  0.995,                0.92733,                0.25791,                0.36539,                0.24614,                  0.765,             0.00047326,             0.00047326,             0.00047326
